23223.0,11.0,3
23224.0,18.0,0
23225.0,8.5,5
23226.0,13.666666666666666,4
23227.0,.,6
23228.0,7.333333333333333,2
23229.0,12.0,1
23230.0,9.0,3
23231.0,16.5,0
23232.0,13.5,5
23233.0,15.5,4
23234.0,16.5,6
23235.0,14.333333333333334,2
23236.0,9.0,1
23237.0,8.333333333333334,3
23238.0,6.5,0
23239.0,9.0,5
23240.0,10.0,4
23243.0,11.0,1
23244.0,7.666666666666667,3
23245.0,11.2,0
23246.0,11.5,5
23247.0,10.0,4
23248.0,12.25,6
23249.0,11.0,2
23250.0,6.333333333333333,1
23251.0,11.8,3
23252.0,8.666666666666666,0
23253.0,9.0,5
23254.0,16.0,4
23255.0,14.333333333333334,6
23256.0,.,2
23257.0,11.0,1
23258.0,12.333333333333334,3
23259.0,6.0,0
23260.0,16.666666666666668,5
23261.0,16.0,4
23262.0,18.0,6
23263.0,.,2
23264.0,9.666666666666666,1
23265.0,15.0,3
23266.0,23.0,0
23267.0,6.0,5
23268.0,18.0,4
23269.0,.,6
23270.0,17.0,2
23271.0,17.0,1
23272.0,17.0,3
23273.0,12.0,0
23274.0,.,5
23275.0,16.0,4
23276.0,0.0,6
23277.0,3.5,2
23278.0,.,1
23279.0,21.0,3
23281.0,11.2,5
23282.0,14.0,4
23283.0,10.333333333333334,6
23284.0,22.0,2
23285.0,17.0,1
23286.0,17.0,3
23288.0,14.5,5
23289.0,10.25,4
23290.0,16.0,6
23291.0,15.0,2
23292.0,11.666666666666666,1
23293.0,12.666666666666666,3
23294.0,7.5,0
23295.0,7.5,5
23297.0,0.0,6
23298.0,13.0,2
23299.0,16.75,1
23300.0,7.333333333333333,3
23301.0,14.5,0
23302.0,11.2,5
23303.0,14.5,4
23304.0,4.0,6
23305.0,19.0,2
23306.0,11.0,1
23307.0,16.75,3
23308.0,0.0,0
23309.0,6.0,5
23310.0,11.5,4
23311.0,11.5,6
23312.0,17.333333333333332,2
23313.0,14.333333333333334,1
23314.0,14.5,3
23315.0,23.0,0
23316.0,10.75,5
23317.0,13.0,4
23318.0,9.0,6
23320.0,13.0,1
23321.0,.,3
23322.0,9.0,0
23323.0,6.5,5
23324.0,18.5,4
23325.0,15.666666666666666,6
23326.0,15.75,2
23327.0,13.5,1
23328.0,10.5,3
23329.0,.,0
23330.0,.,5
23331.0,0.0,4
23332.0,21.0,6
23333.0,2.0,2
23334.0,2.0,1
23335.0,11.5,3
23336.0,19.0,0
23337.0,5.5,5
23338.0,10.5,4
23340.0,4.0,2
23341.0,6.333333333333333,1
23342.0,7.0,3
23343.0,15.0,0
23344.0,10.0,5
23345.0,21.0,4
23347.0,14.5,2
23348.0,18.0,1
23349.0,14.0,3
23350.0,9.666666666666666,0
23352.0,13.0,4
23353.0,11.5,6
23354.0,16.0,2
23355.0,15.333333333333334,1
23356.0,11.0,3
23357.0,11.0,0
23358.0,13.25,5
23359.0,9.0,4
23360.0,8.0,6
23361.0,.,2
23363.0,17.333333333333332,3
23364.0,6.333333333333333,0
23365.0,12.0,5
23366.0,15.0,4
23367.0,7.5,6
23368.0,20.0,2
23369.0,16.5,1
23370.0,17.0,3
23371.0,14.0,0
23372.0,7.0,5
23373.0,8.666666666666666,4
23374.0,17.75,6
23375.0,12.5,2
23376.0,20.0,1
23377.0,14.5,3
23378.0,.,0
23379.0,13.0,5
23380.0,11.0,4
23382.0,.,2
23383.0,12.75,1
23384.0,9.333333333333334,3
23386.0,6.0,5
23387.0,13.666666666666666,4
23388.0,12.0,6
23389.0,18.0,2
23391.0,8.5,3
23392.0,14.0,0
23393.0,6.75,5
23395.0,3.0,6
23397.0,6.5,1
23398.0,.,3
23399.0,14.0,0
23400.0,9.666666666666666,5
23401.0,22.5,4
23402.0,19.0,6
23403.0,12.8,2
23404.0,12.5,1
23405.0,9.333333333333334,3
23406.0,13.5,0
23407.0,5.5,5
23408.0,3.25,4
23409.0,11.333333333333334,6
23411.0,13.8,1
23412.0,.,3
23413.0,10.0,0
23414.0,19.0,5
23415.0,13.0,4
23416.0,4.0,6
23417.0,9.5,2
23418.0,11.0,1
23419.0,.,3
23420.0,16.0,0
23421.0,4.5,5
23422.0,1.0,4
23423.0,13.0,6
23424.0,22.0,2
23425.0,11.0,1
23426.0,10.0,3
23427.0,6.333333333333333,0
23428.0,9.5,5
23429.0,5.25,4
23431.0,12.0,2
23432.0,17.5,1
23433.0,15.333333333333334,3
23434.0,12.0,0
23435.0,6.0,5
23436.0,6.666666666666667,4
23437.0,14.0,6
23438.0,6.0,2
23439.0,14.0,1
23440.0,2.0,3
23441.0,.,0
23442.0,11.25,5
23443.0,16.0,4
23444.0,5.0,6
23445.0,22.0,2
23447.0,14.0,3
23449.0,12.0,5
23450.0,8.0,4
23451.0,3.0,6
23452.0,11.0,2
23453.0,15.0,1
23454.0,23.0,3
23455.0,9.5,0
23456.0,10.0,5
23457.0,11.0,4
23458.0,11.5,6
23459.0,11.333333333333334,2
23460.0,3.0,1
23461.0,2.0,3
23463.0,11.5,5
23464.0,8.666666666666666,4
23465.0,9.5,6
23466.0,8.0,2
23467.0,13.0,1
23468.0,15.5,3
23469.0,7.8,0
23470.0,5.0,5
23471.0,15.666666666666666,4
23472.0,17.0,6
23473.0,11.0,2
23474.0,10.0,1
23476.0,1.0,0
23477.0,5.0,5
23479.0,20.0,6
23480.0,8.0,2
23481.0,14.0,1
23482.0,12.5,3
23483.0,7.0,0
23484.0,14.5,5
23485.0,11.25,4
23486.0,20.0,6
23487.0,19.0,2
23488.0,10.6,1
23489.0,0.5,3
23490.0,8.0,0
23491.0,10.5,5
23492.0,6.666666666666667,4
23493.0,15.75,6
23494.0,7.0,2
23495.0,.,1
23496.0,17.5,3
23497.0,10.333333333333334,0
23498.0,9.2,5
23499.0,9.5,4
23500.0,18.25,6
23501.0,11.4,2
23502.0,15.0,1
23503.0,12.5,3
23504.0,14.0,0
23506.0,17.6,4
23507.0,14.5,6
23508.0,23.0,2
23509.0,0.0,1
23510.0,11.0,3
23511.0,8.5,0
23512.0,6.5,5
23513.0,11.333333333333334,4
23515.0,13.0,2
23516.0,.,1
23517.0,.,3
23518.0,16.0,0
23519.0,7.5,5
23520.0,18.5,4
23521.0,16.5,6
23522.0,17.0,2
23523.0,12.0,1
23524.0,13.0,3
23525.0,13.5,0
23526.0,6.0,5
23527.0,15.5,4
23528.0,11.75,6
23529.0,8.0,2
23530.0,2.0,1
23532.0,7.0,0
23533.0,9.0,5
23534.0,14.0,4
23535.0,12.0,6
23536.0,10.0,2
23537.0,12.333333333333334,1
23538.0,0.0,3
23539.0,16.0,0
23540.0,0.0,5
23542.0,9.0,6
23543.0,7.25,2
23544.0,20.0,1
23546.0,9.0,0
23547.0,14.25,5
23548.0,8.0,4
23549.0,18.5,6
23550.0,3.0,2
23551.0,11.333333333333334,1
23552.0,1.0,3
23553.0,11.666666666666666,0
23555.0,9.0,4
23556.0,17.333333333333332,6
23557.0,10.0,2
23559.0,16.0,3
23560.0,15.0,0
23561.0,15.0,5
23562.0,11.0,4
23563.0,16.666666666666668,6
23564.0,17.0,2
23566.0,0.0,3
23567.0,23.0,0
23568.0,12.0,5
23569.0,1.0,4
23570.0,15.0,6
23571.0,11.75,2
23572.0,14.0,1
23573.0,7.333333333333333,3
23574.0,12.0,0
23575.0,5.75,5
23576.0,4.5,4
23578.0,8.5,2
23579.0,6.333333333333333,1
23581.0,.,0
23582.0,14.0,5
23583.0,13.0,4
23584.0,13.25,6
23585.0,16.0,2
23586.0,7.0,1
23587.0,9.5,3
23588.0,10.0,0
23589.0,16.0,5
23590.0,5.5,4
23591.0,10.5,6
23592.0,21.5,2
23593.0,19.0,1
23594.0,1.5,3
23596.0,21.0,5
